day,feature_version,ticker,_computed_at,atr_14,call_gex,day_of_week,gamma_flip,gex_n_strikes,month,net_gex,price_vs_sma_21,price_vs_sma_5,put_gex,realized_vol_21d,realized_vol_5d,relative_volume,ret_1d,ret_21d,ret_5d,rsi_14,sma_21,sma_5,spot,target_directional_move,target_return_pct,total_dex,total_vega,total_vex
2024-01-17,v2.0_gex,SPY,2026-05-18T09:14:44.562754+00:00,3.8866117857142837,23783927.83,2.0,,6473,1.0,-24270622.19,-0.0018870258595313771,-0.00646251808060383,-48054550.02,0.09904841122387688,0.0686551446372744,0.8295512349005975,-0.005558804871231948,0.004649874451335245,-0.0033554299263186538,43.56312431086171,460.50980190476196,462.63056639999996,459.640808,1,0.008893000640621943,-395041130580.34,795645312.37,-384911299.58
2024-01-18,v2.0_gex,SPY,2026-05-18T09:14:44.563315+00:00,4.095164857142858,29460049.69,3.0,,6394,1.0,-20189289.03,0.0062641229872870685,0.0024025155173430512,-49649338.72,0.10314758985909803,0.0882634330269865,1.1393330633714305,0.00889300064062204,0.015255914395202241,-0.00014679714751952844,49.96597031809367,460.8416253809524,462.61694960000005,463.728394,1,0.012466228237902624,-414846645134.35,804457904.87,-720349592.04
2024-01-19,v2.0_gex,SPY,2026-05-18T09:14:44.563835+00:00,4.438576071428575,33920523.38,4.0,,6396,1.0,-14722885.91,0.017737890656360777,0.012309061216215333,-48643409.28,0.10966398337316141,0.12418372176571749,1.3426443706787785,0.012466228237902666,0.022162457907011435,0.012763816680211093,58.1534957173963,461.3263810952381,463.8003906,469.509338,1,0.0021142838270875037,-440547104460.36,802228880.79,-1537338138.35
2024-01-22,v2.0_gex,SPY,2026-05-18T09:14:44.564352+00:00,4.373229571428575,25407532.55,0.0,,6349,1.0,-27035189.28,0.01900829191029141,0.011575283657244695,-52442721.82,0.10823059399154862,0.12326113715865916,0.9082596367618152,0.0021142838270875597,0.018132538299217682,0.014202536207257976,61.68217694683214,461.7254027619048,465.1181396,470.502014,1,0.0029163785896142904,-503281962399.14,785671334.88,-1489094033.72
2024-01-23,v2.0_gex,SPY,2026-05-18T09:14:44.564876+00:00,4.192494357142858,27111931.49,1.0,,6376,1.0,-15818508.63,0.020280170843473666,0.010326989039007195,-42930440.12,0.09398350587038806,0.10948108525005248,0.6167373555327538,0.0029163785896142436,0.03545022174000878,0.02090830788862985,68.17497838291618,462.4947043809524,467.050946,471.874176,1,0.0010931706506440144,-363882798890.01,783385426.56,-1217690190.77
2024-01-24,v2.0_gex,SPY,2026-05-18T09:14:44.565402+00:00,4.152869142857144,26471702.25,2.0,,6356,1.0,-15572436.7,0.020098369281455364,0.005939571812566324,-42044138.96,0.08962611741811895,0.07789214310453857,1.0125741378776554,0.0010931706506440708,0.02684577875927907,0.027737326142721397,77.42898058943896,463.08280576190475,469.6007874,472.390015,1,0.005438948577268268,-384600938968.2,790842428.3,-1365753957.2
2024-01-25,v2.0_gex,SPY,2026-05-18T09:14:44.565930+00:00,4.084049214285719,29143566.6,3.0,,6443,1.0,-14478491.76,0.024172744730432738,0.00659609487976609,-43622058.35,0.09075877359484101,0.07210163886970712,0.8953139987482269,0.005438948577268343,0.03035998348913882,0.024218758534764184,83.05192551060065,463.74922828571425,471.8469726,474.95932,0,-0.001270346689901783,-415972157817.24,806722721.46,-1547199011.23
2024-01-26,v2.0_gex,SPY,2026-05-18T09:14:44.566456+00:00,3.9846404285714363,28113400.43,4.0,,6597,1.0,-17151146.77,0.02167100791880827,0.003256361110483885,-45264547.2,0.09062343805582214,0.03894845165928002,0.9344573790743257,-0.0012703466899017801,0.024724196467216908,0.01032273185586785,81.06481175246336,464.294233,472.8162964,474.355957,1,0.007919287076645763,-421293066794.54,816994017.22,-1396436252.15
2024-01-29,v2.0_gex,SPY,2026-05-18T09:14:44.566959+00:00,3.805288142857153,29586854.31,0.0,,6677,1.0,-16852913.27,0.02824703075159629,0.007956599807813491,-46439767.58,0.09356844048618962,0.05692746216883958,0.7505919795729308,0.007919287076645798,0.03097507112344977,0.016175284639695642,79.19443526493158,464.97826271428573,474.3383972,478.112518,0,-0.0007735459459356919,-455685609303.87,785439800.62,-1861488862.06
2024-01-30,v2.0_gex,SPY,2026-05-18T09:14:44.567457+00:00,3.661392500000009,26984662.18,1.0,,6780,1.0,-18541911.36,0.025999546354137815,0.004690898114126707,-45526573.55,0.09381979701255476,0.06374517164888753,0.7253279847414289,-0.0007735459459357052,0.029788718991826446,0.012436578008456323,80.14886499590106,465.63634233333335,475.5120972000001,477.742676,0,-0.016317238110836133,-437587535426.53,790133188.37,-1716285419.19
